Job Title,Company,Location,Min Salary,Max Salary,Retrieved Date,Last Appearance
MONITORING TOOLS SPECIALIST (SITESCOPE+),OPEN TEXT CORPORATION,"WATERLOO, ON",58861.0,74531.0,2023-10-04,2023-10-04
LEAD PRIVACY ANALYST,OPENTEXT,"WATERLOO, ON",76506.0,96874.0,2023-10-04,2023-10-04
APPLICATION DEVELOPER,STANTEC,"WATERLOO, ON",94215.0,119297.0,2023-10-04,2023-10-04
"SR. DIRECTOR, IT PMO",OPEN TEXT CORPORATION,"WATERLOO, ON",108651.0,137576.0,2023-10-04,2023-10-04
LEAD SITE RELIABILITY ENGINEER,OPEN TEXT CORPORATION,"WATERLOO, ON",99945.0,126552.0,2023-10-04,2023-12-07
"SENIOR SOFTWARE ENGINEER - RISK CONTROLS, HEALTH",CASH APP,"KITCHENER, ON",141237.0,178838.0,2023-10-04,2023-10-04
LEAD NETWORK ADMINISTRATOR,OPENTEXT,"WATERLOO, ON",91271.0,115569.0,2023-10-04,2023-10-04
"MATERNAL CHILD HEALTH NURSE COORDINATOR-RELOCATE TO PORT HARDY, B.C",GWA'SALA-'NAKWAXD'XW NATIONS,VARIOUS LOCATIONS,82396.0,104332.0,2023-10-04,2023-10-04
SENIOR SIMULATION DEVELOPER,CLEARPATH INC.,"KITCHENER, ON",94378.0,119504.0,2023-10-04,2023-10-04
SR. SYSTEMS ANALYST - IAM,OPENTEXT,"WATERLOO, ON",73009.0,92446.0,2023-10-04,2023-12-07
PRINCIPAL SECURITY COMPLIANCE ANALYST - COMPLIANCE STRATEGY,OPENTEXT,"WATERLOO, ON",76187.0,96470.0,2023-10-04,2023-12-07
SENIOR SOFTWARE ENGINEER IN TEST,MAGNET FORENSICS,"WATERLOO, ON",74802.0,94716.0,2023-10-04,2023-10-04
"CNC MID TO LARGE LATHE MACHINIST (""PROGRAMMER"")",BARRIE WELDING & MACHINE,VARIOUS LOCATIONS,,,2023-10-04,2023-10-04
"SENIOR REACT NATIVE ENGINEER - AFTERPAY, CASH APP",CASH APP,"WATERLOO, ON",139063.0,176085.0,2023-10-04,2023-10-04
SENIOR SOFTWARE ENGINEER (API/JAVA),SUN LIFE,"WATERLOO, ON",,,2023-10-04,2023-10-04
MASTER DATA MANAGEMENT - DATA/PROCESS ANALYST,OPENTEXT,"WATERLOO, ON",86934.0,110077.0,2023-10-04,2023-12-07
INFRASTRUCTURE CLOUD ARCHITECT,APPLYBOARD,"KITCHENER, ON",108484.0,137365.0,2023-10-04,2023-12-07
SR. CLIENT MANAGER,OPEN TEXT CORPORATION,"WATERLOO, ON",83619.0,105881.0,2023-10-04,2023-10-04
SR. ITSM ANALYST - SMAX,OPEN TEXT CORPORATION,"WATERLOO, ON",66904.0,84716.0,2023-10-04,2023-10-04
SENIOR MONITORING SPECIALIST (SITESCOPE),OPEN TEXT CORPORATION,"WATERLOO, ON",77886.0,98621.0,2023-10-04,2023-10-04
SR. SOFTWARE DEVELOPER,OPEN TEXT CORPORATION,"WATERLOO, ON",95129.0,120454.0,2023-10-04,2023-10-04
SR. SITE RELIABILITY ADMINISTRATOR,OPEN TEXT CORPORATION,"WATERLOO, ON",97291.0,123192.0,2023-10-04,2023-12-07
LEAD TECHNOLOGY RISK & DISASTER RECOVERY ANALYST(WORKERS COUNCIL),OPEN TEXT CORPORATION,"WATERLOO, ON",66057.0,83643.0,2023-10-04,2023-10-04
LEAD PRODUCT MANAGER (IOT),OPEN TEXT CORPORATION,"WATERLOO, ON",97948.0,124024.0,2023-10-04,2023-10-04
PRINCIPAL GCP CLOUD SOLUTIONS ARCHITECT,OPEN TEXT CORPORATION,"WATERLOO, ON",74417.0,94228.0,2023-10-04,2023-10-04
SR. SYSTEMS ANALYST - IAM,OPEN TEXT CORPORATION,"WATERLOO, ON",73009.0,92446.0,2023-10-04,2023-12-07
LEAD PRODUCT MANAGER,OPENTEXT,"WATERLOO, ON",97948.0,124024.0,2023-10-04,2023-10-04
SENIOR PERCEPTION DEVELOPER - CALIBRATION AND SENSORS,CLEARPATH INC.,"KITCHENER, ON",99139.0,125532.0,2023-10-04,2023-10-04
ELECTRICAL DESIGN & PLC PROGRAMMER (AUTOMATION EXP),BARRIE WELDING & MACHINE,VARIOUS LOCATIONS,56885.0,72030.0,2023-10-04,2023-10-04
PRINCIPAL SECURITY COMPLIANCE ANALYST - COMPLIANCE STRATEGY,OPEN TEXT CORPORATION,"WATERLOO, ON",76187.0,96470.0,2023-10-04,2023-10-04
BUSINESS DEVELOPMENT REPRESENTATIVE,THE SYSCOMM GROUP,"WATERLOO, ON",50183.0,63543.0,2023-10-04,2023-12-07
LEAD SITE RELIABILITY ENGINEER,OPENTEXT,"WATERLOO, ON",99945.0,126552.0,2023-10-04,2023-12-07
CNC PROGRAMMER/SETTER/OPERATOR,TRITED INNOVATION INC-CAMBRIDGE - ONTARIO,"GUELPH, ON",,,2023-10-04,2023-10-04
SENIOR SCRUM MASTER (DATA & ANALYTICS),SUN LIFE,"WATERLOO, ON",,,2023-10-04,2023-10-04
SR. SOFTWARE ENGINEER-ZUORA ADMINISTRATOR,OPENTEXT,"WATERLOO, ON",85653.0,108456.0,2023-10-04,2023-10-04
"SENIOR CLOUD SECURITY ENGINEER- REMOTE, ONTARIO",SMILE DH,"KITCHENER, ON",129190.0,163583.0,2023-10-04,2023-10-04
SR. SYSTEMS ANALYST - UCMDB,OPENTEXT,"WATERLOO, ON",75888.0,96091.0,2023-10-04,2023-10-04
LEAD SYSTEMS ANALYST,OPENTEXT,"WATERLOO, ON",92034.0,116535.0,2023-10-04,2023-10-04
LEAD PRODUCT MANAGER (IOT),OPENTEXT,"WATERLOO, ON",97948.0,124024.0,2023-10-04,2023-10-04
SR. ITSM ANALYST - SMAX,OPENTEXT,"WATERLOO, ON",66904.0,84716.0,2023-10-04,2023-10-04
"SR. MANAGER, BUSINESS PROCESSES - FINANCIAL ANALYSIS",OPEN TEXT CORPORATION,"WATERLOO, ON",98049.0,124153.0,2023-10-04,2023-10-04
JOB DEVELOPER/EMPLOYMENT COUNSELLOR,2ND CHANCE EMPLOYMENT COUNSELLING,"GUELPH, ON",,,2023-10-04,2023-10-04
LEAD TECHNOLOGY RISK & DISASTER RECOVERY ANALYST(WORKERS COUNCIL),OPENTEXT,"WATERLOO, ON",66057.0,83643.0,2023-10-04,2023-10-04
ACCOUNT DEVELOPMENT EXECUTIVE,OPENTEXT,"WATERLOO, ON",86648.0,109716.0,2023-10-04,2023-12-07
LEAD PRIVACY ANALYST,OPEN TEXT CORPORATION,"WATERLOO, ON",76506.0,96874.0,2023-10-04,2023-10-04
SENIOR MONITORING SPECIALIST (SITESCOPE),OPENTEXT,"WATERLOO, ON",77886.0,98621.0,2023-10-04,2023-10-04
"SR. MANAGER, SAP FINANCE APPLICATIONS",OPEN TEXT CORPORATION,"WATERLOO, ON",87742.0,111102.0,2023-10-04,2023-10-04
"SR. MANAGER, SAP FINANCE APPLICATIONS",OPENTEXT,"WATERLOO, ON",87742.0,111102.0,2023-10-04,2023-10-04
CLIENT DIRECTOR,OPENTEXT,"WATERLOO, ON",97850.0,123900.0,2023-10-04,2023-10-04
LEAD PRODUCT MANAGER,OPEN TEXT CORPORATION,"WATERLOO, ON",97948.0,124024.0,2023-10-04,2023-10-04
PRINCIPAL GCP CLOUD SOLUTIONS ARCHITECT,OPENTEXT,"WATERLOO, ON",74417.0,94228.0,2023-10-04,2023-10-04
ACCOUNT DEVELOPMENT EXECUTIVE,OPEN TEXT CORPORATION,"WATERLOO, ON",86648.0,109716.0,2023-10-04,2023-12-07
"SR. MANAGER, BUSINESS PROCESSES - FINANCIAL ANALYSIS",OPENTEXT,"WATERLOO, ON",98049.0,124153.0,2023-10-04,2023-10-04
CLIENT DIRECTOR,OPEN TEXT CORPORATION,"WATERLOO, ON",97850.0,123900.0,2023-10-04,2023-10-04
SR. CLIENT MANAGER,OPENTEXT,"WATERLOO, ON",83619.0,105881.0,2023-10-04,2023-10-04
SR. SYSTEMS ANALYST - UCMDB,OPEN TEXT CORPORATION,"WATERLOO, ON",75888.0,96091.0,2023-10-04,2023-10-04
AUTOMATION ENGINEER,NFINITE NANOTECH,"KITCHENER, ON",70000.0,80000.0,2023-10-11,2023-10-11
QUANTUM NAVIGATION SOFTWARE ENGINEER,QUANTUM VALLEY IDEAS LAB,"WATERLOO, ON",70000.0,85000.0,2023-10-11,2023-10-11
STAFF SOFTWARE DEVELOPER,ATS AUTOMATION TOOLING SYSTEMS,"CAMBRIDGE, ON",105998.0,134217.0,2023-10-11,2023-12-07
SENIOR SOFTWARE DEVELOPER (DELPHI),DESCARTES,"WATERLOO, ON",117005.0,148155.0,2023-10-11,2023-10-11
"PRODUCT MANAGER, GOOGLE CLOUD",GOOGLE,"WATERLOO, ON",,,2023-10-11,2023-10-11
SENIOR SOFTWARE ENGINEER IOS,IMS,"WATERLOO, ON",98908.0,125240.0,2023-10-11,2023-10-11
SR. APPLICATION DEVELOPER,THE JUDGE GROUP,"ELMIRA, ON",,,2023-10-11,2023-10-11
TEST AUTOMATION DEVELOPER - WINTER 2024 CO-OP/INTERN,DEFINITY FINANCIAL CORPORATION,"KITCHENER, ON",60630.0,76771.0,2023-10-11,2023-10-11
"DIRECTOR, GLOBAL TALENT OPERATIONS",OPENTEXT,"WATERLOO, ON",114784.0,145342.0,2023-10-11,2023-10-11
PLC PROGRAMMER/SYSTEMS INTEGRATOR,TRITED INNOVATION INC-ONTARIO,"KITCHENER, ON",55976.0,70878.0,2023-10-11,2023-12-07
"SENIOR SOFTWARE ENGINEER - RISK CONTROLS, HEALTH",CASH APP,"WATERLOO, ON",141237.0,178838.0,2023-10-11,2023-10-11
CLOUD PLATFORM ENGINEER,MANULIFE,"WATERLOO, ON",86965.0,110118.0,2023-10-11,2023-10-11
SOFTWARE ENGINEERING MANAGER,ATS AUTOMATION TOOLING SYSTEMS,"CAMBRIDGE, ON",97356.0,123275.0,2023-10-11,2023-10-11
SENIOR JAVA DEVELOPER,DESCARTES,"WATERLOO, ON",88394.0,111926.0,2023-10-11,2023-10-11
CONTROL SYSTEMS DEVELOPER (B&R AUTOMATION SPECIALIST),ATS AUTOMATION TOOLING SYSTEMS,"CAMBRIDGE, ON",69842.0,88436.0,2023-10-11,2023-12-07
"LEAD SOFTWARE ENGINEER, OPERATIONS",SUN LIFE,"WATERLOO, ON",82000.0,135000.0,2023-10-11,2023-10-11
SENIOR BUSINESS INTELLIGENCE (BI) DEVELOPER - MICROSTRATEGY,PROCOM,VARIOUS LOCATIONS,,,2023-10-11,2023-10-11
"DIRECTOR, GLOBAL TALENT OPERATIONS",OPEN TEXT CORPORATION,"WATERLOO, ON",114784.0,145342.0,2023-10-11,2023-10-11
SOFTWARE DEVELOPER,TITANIUM AGENCY INC,"WATERLOO, ON",,,2023-10-11,2023-10-11
COMPUTER NUMERICAL CONTROL (CNC) PROGRAMMER,HEROUX DEVTEK,"KITCHENER, ON",70000.0,85000.0,2023-10-11,2023-10-11
"SENIOR SOFTWARE DEVELOPER, GOOGLE CLOUD COMPUTE",GOOGLE,"KITCHENER, ON",,,2023-10-11,2023-10-11
"SENIOR SOFTWARE ENGINEER, RIPPLENET PAYMENTS",RIPPLE LABS,"KITCHENER, ON",114519.0,145006.0,2023-10-11,2023-10-11
"STAFF SOFTWARE ENGINEER, WORKSPACE ABUSE AND SAFETY PROTECTIONS",GOOGLE,"WATERLOO, ON",,,2023-10-11,2023-10-11
23-101 FULL STACK DEVELOPER,RAISE,VARIOUS LOCATIONS,88707.0,112323.0,2023-10-11,2023-12-07
SOFTWARE DEVELOPER,"CLIFYX, INC",VARIOUS LOCATIONS,,,2023-10-18,2023-10-18
SR. SYSTEMS ADMINISTRATOR,OPENTEXT,"WATERLOO, ON",87250.0,110478.0,2023-10-18,2023-12-07
PROGRAM DIRECTOR,OPEN TEXT CORPORATION,"WATERLOO, ON",79244.0,100341.0,2023-10-18,2023-10-18
"SENIOR STAFF SOFTWARE SPECIALIST, GOOGLE CLOUD",GOOGLE,"WATERLOO, ON",,,2023-10-18,2023-10-18
EMBEDDED SOFTWARE ENGINEER,LINAMAR CORP,"GUELPH, ON",78608.0,99536.0,2023-10-18,2023-10-18
SENIOR SOFTWARE DEVELOPER,DEJERO LABS INC.,"WATERLOO, ON",99018.0,125379.0,2023-10-18,2023-12-07
"SOFTWARE DEVELOPER III, INFRASTRUCTURE, GOOGLE CLOUD DATA MANAGEMENT",GOOGLE,"WATERLOO, ON",,,2023-10-18,2023-10-18
SOFTWARE ENGINEER II,SANDVINE,"WATERLOO, ON",99767.0,126327.0,2023-10-18,2023-10-18
SOFTWARE DEVELOPER,GOOGLE,"WATERLOO, ON",,,2023-10-18,2023-10-18
SOFTWARE DEVELOPER,ACEIT DIGITAL INC.,"CALGARY, AB",81120.0,81120.0,2023-10-18,2023-12-07
"SOFTWARE DEVELOPER II, SITE RELIABILITY DEVELOPMENT, GOOGLE CLOUD",GOOGLE,"WATERLOO, ON",,,2023-10-18,2023-10-18
SENIOR SIMULATION DEVELOPER,OTTO MOTORS BY ROCKWELL AUTOMATION,"KITCHENER, ON",94378.0,119504.0,2023-10-18,2023-12-07
SOFTWARE TEST DEVELOPER,D2L,"KITCHENER, ON",85933.0,108810.0,2023-10-18,2023-12-07
"SOFTWARE DEVELOPER III, GOOGLE CLOUD PLATFORM AI AND INDUSTRY SOLUTIONS",GOOGLE,"WATERLOO, ON",,,2023-10-18,2023-10-18
"SOFTWARE DEVELOPER III, GOOGLE CLOUD DATA MANAGEMENT",GOOGLE,"WATERLOO, ON",,,2023-10-18,2023-10-18
AUTOMATION ENGINEER,LINAMAR CORP,"GUELPH, ON",63807.0,80794.0,2023-10-18,2023-12-07
SR. SYSTEMS ADMINISTRATOR,OPEN TEXT CORPORATION,"WATERLOO, ON",87250.0,110478.0,2023-10-18,2023-12-07
SOFTWARE ENGINEER,MAXSYS STAFFING & CONSULTING,"WATERLOO, ON",149760.0,149760.0,2023-10-18,2023-10-18
STAFF SOFTWARE DEVELOPER (FLEET MANAGER),OTTO MOTORS BY ROCKWELL AUTOMATION,"KITCHENER, ON",110029.0,139321.0,2023-10-18,2023-10-18
SENIOR DEVOPS DEVELOPER,OTTO MOTORS BY ROCKWELL AUTOMATION,"KITCHENER, ON",106499.0,134851.0,2023-10-18,2023-12-07
STAFF DEVOPS DEVELOPER,MAPPEDIN,"KITCHENER, ON",73268.0,92774.0,2023-10-18,2023-10-18
REMOTE - DELTA V PROGRAMMER/ENGINEER,CAC STAFFING,VARIOUS LOCATIONS,145600.0,,2023-10-18,2023-10-18
"ANDROID KOTLIN DEVELOPER - WATERLOO, CANADA",FORHYRE,"WATERLOO, ON",64563.0,81751.0,2023-10-18,2023-10-18
SOFTWARE TEST ENGINEER,LINAMAR CORP,"GUELPH, ON",78451.0,99336.0,2023-10-18,2023-10-18
COLLECTIONS SPECIALIST (ESCALATIONS),OPENTEXT,"WATERLOO, ON",59261.0,75038.0,2023-10-18,2023-12-07
"SENIOR TECHNOLOGY SPECIALIST, DIGITAL DEVELOPER",EQUITABLE LIFE OF CANADA,"WATERLOO, ON",88457.0,112007.0,2023-10-18,2023-10-18
JR00087402 SENIOR SOFTWARE ENGINEER (.NET/ POWERSHELL),SUN LIFE,"WATERLOO, ON",82000.0,135000.0,2023-10-18,2023-10-18
SENIOR IT TECHNOLOGY RISK ANALYST,OPEN TEXT CORPORATION,"WATERLOO, ON",82924.0,105000.0,2023-10-18,2023-10-18
PERCEPTION TEAM LEAD - LOCALIZATION AND MAPPING,OTTO MOTORS BY ROCKWELL AUTOMATION,"KITCHENER, ON",96237.0,121857.0,2023-10-18,2023-12-07
SENIOR SOFTWARE SECURITY RESEARCHER,OPEN TEXT CORPORATION,"WATERLOO, ON",99008.0,125366.0,2023-10-18,2023-10-18
INTERMEDIATE CONTROL SYSTEMS SOFTWARE DESIGNER,ATS AUTOMATION TOOLING SYSTEMS,"CAMBRIDGE, ON",62955.0,79715.0,2023-10-18,2023-12-07
CNC PROGRAMMER/SETTER/CAMWORKS,TRITED INNOVATION INC-CAMBRIDGE - ONTARIO,"GUELPH, ON",45760.0,,2023-10-18,2023-10-18
"PROGRAM MANAGER, CORPORATE GIVING",OPENTEXT,"WATERLOO, ON",87827.0,111209.0,2023-10-18,2023-10-18
SENIOR SOFTWARE SECURITY RESEARCHER,OPENTEXT,"WATERLOO, ON",99008.0,125366.0,2023-10-18,2023-12-07
OPERATIONS ANALYST,MAGNET FORENSICS,"WATERLOO, ON",54010.0,68389.0,2023-10-18,2023-10-18
STAFF PERCEPTION DEVELOPER - LOCALIZATION AND MAPPING,OTTO MOTORS BY ROCKWELL AUTOMATION,"KITCHENER, ON",99096.0,125478.0,2023-10-18,2023-12-07
SENIOR IT TECHNOLOGY RISK ANALYST,OPENTEXT,"WATERLOO, ON",82924.0,105000.0,2023-10-18,2023-10-18
COLLECTIONS SPECIALIST (ESCALATIONS),OPEN TEXT CORPORATION,"WATERLOO, ON",59261.0,75038.0,2023-10-18,2023-12-07
"INTERMEDIATE TECHNOLOGY SPECIALIST, DIGITAL DEVELOPER",EQUITABLE LIFE OF CANADA,"WATERLOO, ON",85229.0,107919.0,2023-10-18,2023-10-18
CLOUD DEVOPS ENGINEER/ARCHITECT,PROCOM,VARIOUS LOCATIONS,,,2023-10-18,2023-10-18
PROGRAM DIRECTOR,OPENTEXT,"WATERLOO, ON",79244.0,100341.0,2023-10-18,2023-10-18
SENIOR INDUSTRIAL SIMULATION DEVELOPER,OTTO MOTORS BY ROCKWELL AUTOMATION,"KITCHENER, ON",87699.0,111046.0,2023-10-18,2023-10-18
SENIOR PERCEPTION DEVELOPER - CALIBRATION AND SENSORS,OTTO MOTORS BY ROCKWELL AUTOMATION,"KITCHENER, ON",99139.0,125532.0,2023-10-18,2023-10-18
BILINGUAL CUSTOMER SUPPORT REPRESENTATIVE - (FRENCH),OPEN TEXT CORPORATION,"WATERLOO, ON",39896.0,50517.0,2023-10-18,2023-10-18
BILINGUAL CUSTOMER SUPPORT REPRESENTATIVE - (FRENCH),OPENTEXT,"WATERLOO, ON",39896.0,50517.0,2023-10-18,2023-10-18
"DIRECTOR, BILLING OPERATIONS",OPENTEXT,"WATERLOO, ON",92894.0,117624.0,2023-10-18,2023-12-07
CLOUD AUTOMATION TOOLS ENGINEER/ARCHITECT - RHEL 8.X / 9.X & WINDOWS 2019 & 202,PROCOM,VARIOUS LOCATIONS,,,2023-10-18,2023-10-18
"PROGRAM MANAGER, CORPORATE GIVING",OPEN TEXT CORPORATION,"WATERLOO, ON",87827.0,111209.0,2023-10-18,2023-10-18
LEAD REVENUE OPERATIONS ANALYST,OPENTEXT,"WATERLOO, ON",77286.0,97861.0,2023-10-18,2023-10-18
LEAD REVENUE OPERATIONS ANALYST,OPEN TEXT CORPORATION,"WATERLOO, ON",77286.0,97861.0,2023-10-18,2023-10-18
"DIRECTOR, BILLING OPERATIONS",OPEN TEXT CORPORATION,"WATERLOO, ON",92894.0,117624.0,2023-10-18,2023-12-07
SENIOR SOFTWARE QUALITY ENGINEER – SAP BW (SAP BUSINESS WAREHOUSE),SUN LIFE,"WATERLOO, ON",82000.0,135000.0,2023-10-18,2023-10-18
"APPLICATION SUPPORT ENGINEER, CLOUD",SUN LIFE,"WATERLOO, ON",82000.0,135000.0,2023-10-25,2023-10-25
.NET SOFTWARE DEVELOPER,ISB GLOBAL SERVICES,"GUELPH, ON",96837.0,122617.0,2023-10-25,2023-10-25
FULL STACK ENGINEER,ENERZA,"WATERLOO, ON",81053.0,102632.0,2023-10-25,2023-10-25
"STAFF SOFTWARE ENGINEER, APPDEV",SIEMENS,"KITCHENER, ON",107458.0,136065.0,2023-10-25,2023-10-25
JAVA DEVELOPER (BACKEND),PROSPECT,"KITCHENER, ON",105798.0,133965.0,2023-10-25,2023-10-25
TECHNICAL SUPPORT SPECIALIST,OPEN TEXT CORPORATION,"WATERLOO, ON",52041.0,65896.0,2023-10-25,2023-10-25
BACK-END SOFTWARE ENGINEER,MANULIFE,"WATERLOO, ON",101964.0,129109.0,2023-10-25,2023-12-07
SOFTWARE DEVELOPER,RICOH CANADA,"KITCHENER, ON",84461.0,106946.0,2023-10-25,2023-12-07
SOFTWARE ENGINEER,NAVBLUE INC,"WATERLOO, ON",70000.0,110000.0,2023-10-25,2023-10-25
BUSINESS ANALYST,OPEN TEXT CORPORATION,"WATERLOO, ON",73381.0,92917.0,2023-10-25,2023-10-25
INNOVATION ARCHITECT,OPEN TEXT CORPORATION,"WATERLOO, ON",71719.0,90812.0,2023-10-25,2023-12-07
PRODUCTION SUPPORT SPECIALIST,OPENTEXT,"WATERLOO, ON",53157.0,67309.0,2023-10-25,2023-10-25
PRINCIPAL FIRMWARE DEVELOPER,ONSEMI,"WATERLOO, ON",68902.0,87245.0,2023-10-25,2023-10-25
DEVOPS ENGINEER,PALITRONICA INC.,"WATERLOO, ON",97397.0,123327.0,2023-10-25,2023-10-25
AUTOMATION ENGINEER,NFINITE NANOTECH,"WATERLOO, ON",75456.0,95544.0,2023-10-25,2023-10-25
INNOVATION ARCHITECT,OPENTEXT,"WATERLOO, ON",71719.0,90812.0,2023-10-25,2023-12-07
WORDPRESS DEVELOPER,RKD WEB STUDIOS,"GUELPH, ON",64142.0,81218.0,2023-10-25,2023-10-25
SENIOR SOFTWARE DEVELOPER - FULL STACK,CAMIS,"GUELPH, ON",85263.0,107962.0,2023-10-25,2023-10-25
PRODUCTION SUPPORT SPECIALIST,OPEN TEXT CORPORATION,"WATERLOO, ON",53157.0,67309.0,2023-10-25,2023-10-25
SENIOR DOTNET DEVELOPER,AG ENERGY CO-OPERATIVE LTD.,"GUELPH, ON",102924.0,130324.0,2023-10-25,2023-10-25
CONTROLS PROGRAMMER (LEAD),PRIME AUTOMATION INC,"WATERLOO, ON",,,2023-10-25,2023-10-25
CLOUD SYSTEMS ADMINISTRATOR,OPEN TEXT CORPORATION,"WATERLOO, ON",76714.0,97137.0,2023-10-25,2023-10-25
BUSINESS ANALYST,OPENTEXT,"WATERLOO, ON",73381.0,92917.0,2023-10-25,2023-10-25
SENIOR SOFTWARE RESEARCHER,OPENTEXT,"WATERLOO, ON",82528.0,104499.0,2023-10-25,2023-12-07
CLOUD SYSTEMS ADMINISTRATOR,OPENTEXT,"WATERLOO, ON",76714.0,97137.0,2023-10-25,2023-10-25
BENEFITS PROGRAM MANAGER,OPENTEXT,"WATERLOO, ON",89735.0,113625.0,2023-10-25,2023-10-25
SR. PROGRAM MANAGER (CONTRACTS),OPEN TEXT CORPORATION,"WATERLOO, ON",69487.0,87986.0,2023-10-25,2023-12-07
"SR. MANAGER, WORKPLACE SECURITY",OPENTEXT,"WATERLOO, ON",93050.0,117823.0,2023-10-25,2023-10-25
SENIOR SOFTWARE RESEARCHER,OPEN TEXT CORPORATION,"WATERLOO, ON",82528.0,104499.0,2023-10-25,2023-12-07
"SR. MANAGER, WORKPLACE SECURITY",OPEN TEXT CORPORATION,"WATERLOO, ON",91312.0,115622.0,2023-10-25,2023-10-25
"ASSOCIATE DIRECTOR, DATA ANALYTICS AND DEVELOPMENT",UNIVERSITY OF WATERLOO,"WATERLOO, ON",88417.0,111956.0,2023-10-25,2023-12-07
SR. CLOUD ENGINEER,HUXLEY,"WATERLOO, ON",95089.0,120404.0,2023-10-25,2023-10-25
LEAD AEM SOFTWARE ENGINEER,SUN LIFE,"WATERLOO, ON",82000.0,135000.0,2023-10-25,2023-10-25
LEAD FINANCIAL ANALYST,OPEN TEXT CORPORATION,"WATERLOO, ON",74256.0,94024.0,2023-10-25,2023-12-07
TECHNICAL SUPPORT SPECIALIST,OPENTEXT,"WATERLOO, ON",52041.0,65896.0,2023-10-25,2023-10-25
SOLUTIONS DEVELOPER,CHALLENGER MOTOR FREIGHT INC,"CAMBRIDGE, ON",69588.0,88114.0,2023-10-25,2023-12-07
"VP, CORPORATE TECHNOLOGY",OPEN TEXT CORPORATION,"WATERLOO, ON",81059.0,102639.0,2023-10-25,2023-10-25
LEAD FINANCIAL ANALYST,OPENTEXT,"WATERLOO, ON",74256.0,94024.0,2023-10-25,2023-12-07
SENIOR CONTROL SOFTWARE ENGINEER,CANADIAN SOLAR,"GUELPH, ON",111394.0,141050.0,2023-10-25,2023-12-07
LEAD SECURITY COMPLIANCE ANALYST - COMPLIANCE STRATEGY,OPEN TEXT CORPORATION,"WATERLOO, ON",79794.0,101037.0,2023-10-25,2023-12-07
SR. PROGRAM MANAGER (CONTRACTS),OPENTEXT,"WATERLOO, ON",69487.0,87986.0,2023-10-25,2023-12-07
SR. TECHNICAL SUPPORT SPECIALIST,OPEN TEXT CORPORATION,"WATERLOO, ON",60453.0,76547.0,2023-10-25,2023-12-07
CLOUD ENGINEER (AWS),SUN LIFE,"WATERLOO, ON",61000.0,101000.0,2023-10-25,2023-10-25
CLIENT MANAGER - PROFESSIONAL SERVICES SALES 1 1,OPENTEXT,"WATERLOO, ON",80717.0,102206.0,2023-10-25,2023-10-25
CLIENT MANAGER - PROFESSIONAL SERVICES SALES 1 1,OPEN TEXT CORPORATION,"WATERLOO, ON",80717.0,102206.0,2023-10-25,2023-10-25
BENEFITS PROGRAM MANAGER,OPEN TEXT CORPORATION,"WATERLOO, ON",89735.0,113625.0,2023-10-25,2023-10-25
LEAD ACCOUNTANT (CONTRACTOR),OPENTEXT,"WATERLOO, ON",72508.0,91811.0,2023-10-25,2023-12-07
SR. TECHNICAL SUPPORT SPECIALIST,OPENTEXT,"WATERLOO, ON",60453.0,76547.0,2023-10-25,2023-12-07
LEAD ACCOUNTANT (CONTRACTOR),OPEN TEXT CORPORATION,"WATERLOO, ON",72508.0,91811.0,2023-10-25,2023-12-07
SOFTWARE DEVELOPER - AI TRAINER (CONTRACT),DATAANNOTATION,"WATERLOO, ON",85280.0,85280.0,2023-11-01,2023-11-01
SOFTWARE DEVELOPER,WHAT JOBS,"WATERLOO, ON",,,2023-11-01,2023-11-01
SENIOR SOFTWARE DEVELOPER,CLOUDAID INC,"TORONTO, ON",72800.0,72800.0,2023-11-01,2023-12-07
SOFTWARE DEVELOPER,HP INC.,"KITCHENER, ON",,,2023-11-01,2023-11-01
SOFTWARE DEVELOPER,ALLUDO,"WATERLOO, ON",,,2023-11-01,2023-11-01
SOFTWARE DEVELOPER,CLEARPATH ROBOTICS,"KITCHENER, ON",,,2023-11-01,2023-11-01
FULL STACK SOFTWARE ENGINEER,MANULIFE,"WATERLOO, ON",89849.0,113769.0,2023-11-01,2023-12-07
CLOUD SOFTWARE DEVELOPER,HP,"KITCHENER, ON",99722.0,126270.0,2023-11-01,2023-11-01
"SOFTWARE DEVELOPER III, GOOGLE WORKSPACE",GOOGLE,"WATERLOO, ON",,,2023-11-01,2023-11-01
BI REPORT DEVELOPER-DECISION SUPPORT,ST. MARY’S GENERAL HOSPITAL,"KITCHENER, ON",76960.0,,2023-11-01,2023-11-01
SOFTWARE DEVELOPER,WHAT JOBS,"KITCHENER, ON",,,2023-11-01,2023-11-01
SOFTWARE QUALITY ENGINEER,SUN LIFE,"WATERLOO, ON",61000.0,101000.0,2023-11-01,2023-11-01
"INTERMEDIATE IMAGE SPECIALIST, PRODUCT DEVELOPER",CHRISTIE DIGITAL SYSTEMS INC.,"KITCHENER, ON",66061.0,83648.0,2023-11-01,2023-12-07
"INTERMEDIATE IMAGE SPECIALIST, PRODUCT DEVELOPER",CHRISTIE DIGITAL,"KITCHENER, ON",66503.0,84208.0,2023-11-01,2023-12-07
LEAD SOFTWARE DEVELOPER,OPENTEXT,"WATERLOO, ON",99852.0,126435.0,2023-11-01,2023-12-07
SENIOR CLOUD OPS ENGINEER,MAGNET FORENSICS,"WATERLOO, ON",106188.0,134458.0,2023-11-01,2023-11-01
