Job Title,Company,Location,Min Salary,Max Salary,Retrieved Date,Last Appearance
PRINCIPAL SOLUTIONS ARCHITECT,OPENTEXT,"WATERLOO, ON",96155.0,121754.0,2023-12-07,2023-12-07
SOFTWARE MANAGER ENGINEERING,MANULIFE,"WATERLOO, ON",88645.0,112244.0,2023-12-07,2023-12-07
ORACLE APPLICATION DEVELOPER,STANTEC,"WATERLOO, ON",94215.0,119297.0,2023-12-07,2023-12-07
SENIOR PROGRAMMER (RECREATION) - TEMPORARY FULL-TIME,ST. JOSEPH’S,"GUELPH, ON",48746.0,61723.0,2023-12-07,2023-12-07
SR. SALES OPERATIONS ANALYST,OPEN TEXT CORPORATION,"WATERLOO, ON",59510.0,75353.0,2023-12-07,2023-12-07
"ASSOCIATE DIRECTOR, DEVELOPMENT",WILFRID LAURIER UNIVERSITY,"WATERLOO, ON",79503.0,93000.0,2023-12-07,2023-12-07
LEAD SYSTEMS ANALYST - HR SYSTEMS,OPENTEXT,"WATERLOO, ON",85416.0,108155.0,2023-12-07,2023-12-07
"MANAGER, ACCOUNTS PAYABLE",OPENTEXT,"WATERLOO, ON",77163.0,97706.0,2023-12-07,2023-12-07
"PROGRAM MANAGER, FINANCE",OPENTEXT,"WATERLOO, ON",97430.0,123368.0,2023-12-07,2023-12-07
SR. PROGRAM MANAGER,OPEN TEXT CORPORATION,"WATERLOO, ON",98341.0,124521.0,2023-12-07,2023-12-07
"SENIOR JAVA SOFTWARE ENGINEER, OPERATIONS",SUN LIFE,"WATERLOO, ON",82000.0,135000.0,2023-12-07,2023-12-07
SENIOR DEVELOPER (GUIDEWIRE) (EVERGREEN),SASKATCHEWAN GOVERNMENT INSURANCE,VARIOUS LOCATIONS,86516.0,109549.0,2023-12-07,2023-12-07
"MANAGER, REVENUE OPERATIONS",OPENTEXT,"WATERLOO, ON",76157.0,96432.0,2023-12-07,2023-12-07
SENIOR FULL STACK DEVELOPER,SE HEALTH,VARIOUS LOCATIONS,91736.0,116159.0,2023-12-07,2023-12-07
PROJECT DEVELOPER - RENEWABLE,INFINITEK,VARIOUS LOCATIONS,110000.0,150000.0,2023-12-07,2023-12-07
SR. SOFTWARE DEVELOPER,APPLYBOARD,"KITCHENER, ON",80773.0,102277.0,2023-12-07,2023-12-07
"INTERMEDIATE TECHNOLOGY SPECIALIST, CORE SYSTEMS DEVELOPER",EQUITABLE,"WATERLOO, ON",86832.0,109949.0,2023-12-07,2023-12-07
INFORMATION SYSTEMS SPECIALIST (DEVELOPER),UNIVERSITY OF WATERLOO,"WATERLOO, ON",85218.0,107905.0,2023-12-07,2023-12-07
SENIOR MACHINE LEARNING DEVELOPER,APPLYBOARD,"KITCHENER, ON",93372.0,118230.0,2023-12-07,2023-12-07
"LEAD DEVELOPER - MICROSOFT STACK (DYNAMICS, POWER PLATFORM)",MAYK IDEAS,"KITCHENER, ON",84062.0,106442.0,2023-12-07,2023-12-07
SENIOR INVESTMENT DEVELOPER,EQUITABLE,"WATERLOO, ON",82895.0,104964.0,2023-12-07,2023-12-07
SENIOR SOFTWARE DEVELOPER,AQUANTY INC,"WATERLOO, ON",95845.0,121361.0,2023-12-07,2023-12-07
CLOUD DEVELOPER,SPA DENT INC.,"CAMBRIDGE, ON",62400.0,62400.0,2023-12-07,2023-12-07
SOFTWARE DEVELOPER,SCHAEFFLER GROUP,"STRATFORD, ON",,,2023-12-07,2023-12-07
SOFTWARE DEVELOPER,EPSILON SOLUTIONS LTD,VARIOUS LOCATIONS,,,2023-12-07,2023-12-07
"SOFTWARE DEVELOPER III, FULL STACK, GOOGLE CLOUD PLATFORMS",GOOGLE,"WATERLOO, ON",,,2023-12-07,2023-12-07
SHOPIFY DEVELOPER,SPA DENT INC.,"CAMBRIDGE, ON",52000.0,,2023-12-07,2023-12-07
COMPUTER PROGRAMMER,WIREFRAME SOLUTIONS,"WATERLOO, ON",99840.0,99840.0,2023-12-07,2023-12-07
SENIOR FRONT END ENGINEER,CARTA,"WATERLOO, ON",100317.0,127024.0,2023-12-07,2023-12-07
LEAD QUALITY ASSURANCE DEVELOPER,OPEN TEXT CORPORATION,"WATERLOO, ON",99674.0,126210.0,2023-12-07,2023-12-07
R&D ENGINEER II,ANSYS,"WATERLOO, ON",85544.0,108318.0,2023-12-07,2023-12-07
SENIOR EMBEDDED DEVELOPER,"CLOUD DX, INC.","KITCHENER, ON",86108.0,109033.0,2023-12-07,2023-12-07
SOFTWARE ENGINEER AND DEVOPS,ANSYS,"WATERLOO, ON",82856.0,104914.0,2023-12-07,2023-12-07
"TECHNICAL SOLUTIONS DEVELOPER, GOOGLE KUBERNETES ENGINE OR ANTHOS",GOOGLE,"WATERLOO, ON",,,2023-12-07,2023-12-07
MECHANICAL ENGINEER OR CET FOR BUILDING AUTOMATION,ENERGY CONTROLS & MECHANICAL SERVICES INC.,"KITCHENER, ON",66560.0,,2023-12-07,2023-12-07
"SENIOR FRONT END ENGINEER, FPI",CARTA,"WATERLOO, ON",100317.0,127024.0,2023-12-07,2023-12-07
INTERNATIONAL APPRENTICESHIP - IT SPECIALIST IN APPLICATION DEVELOPMENT (M/F/X),WITRON GROUP,VARIOUS LOCATIONS,71383.0,90387.0,2023-12-07,2023-12-07
